txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_007-T000,2026-07-21,5579.16,GBP,in,ACME Payroll Ltd,FR,salary
SAMPLE_007-T001,2026-06-21,5575.26,GBP,in,ACME Payroll Ltd,FR,salary
SAMPLE_007-T002,2026-05-22,5561.79,GBP,in,ACME Payroll Ltd,FR,salary
SAMPLE_007-T003,2026-04-22,5463.35,GBP,in,ACME Payroll Ltd,FR,salary
SAMPLE_007-T004,2026-03-23,5646.96,GBP,in,ACME Payroll Ltd,FR,salary
SAMPLE_007-T005,2026-02-21,5582.99,GBP,in,ACME Payroll Ltd,FR,salary
SAMPLE_007-T006,2026-07-19,1286.16,GBP,out,Landlord DD,FR,direct_debit
SAMPLE_007-T007,2026-06-19,869.84,GBP,out,Landlord DD,FR,direct_debit
SAMPLE_007-T008,2026-05-20,715.27,GBP,out,Landlord DD,FR,direct_debit
SAMPLE_007-T009,2026-04-20,1148.32,GBP,out,Landlord DD,FR,direct_debit
SAMPLE_007-T010,2026-03-21,771.39,GBP,out,Landlord DD,FR,direct_debit
SAMPLE_007-T011,2026-02-19,1201.35,GBP,out,Landlord DD,FR,direct_debit
SAMPLE_007-T012,2026-04-01,9.8,GBP,out,Patel Ltd,FR,card
SAMPLE_007-T013,2026-02-16,12.7,GBP,out,Gill and Sons,FR,card
SAMPLE_007-T014,2026-03-22,48.65,GBP,out,"Williams, James and Cameron",FR,card
SAMPLE_007-T015,2026-07-18,38.43,GBP,out,Hawkins and Sons,FR,card
SAMPLE_007-T016,2026-06-25,132.42,GBP,out,Russell LLC,FR,card
SAMPLE_007-T017,2026-04-26,24.86,GBP,out,Sinclair-Thomas,FR,card
SAMPLE_007-T018,2026-05-13,28.93,GBP,out,Brown-Wells,FR,card
SAMPLE_007-T019,2026-02-18,46.09,GBP,out,Curtis LLC,FR,card
SAMPLE_007-T020,2026-02-26,49.8,GBP,out,"Doyle, Harvey and Rowe",FR,card
SAMPLE_007-T021,2026-05-06,118.39,GBP,out,Thomas and Sons,FR,card
SAMPLE_007-T022,2026-04-18,67.37,GBP,out,"Richardson, Baker and Adams",FR,card
SAMPLE_007-T023,2026-05-30,51.16,GBP,out,Patel LLC,FR,card
SAMPLE_007-T024,2026-05-12,49.81,GBP,out,"Wilson, Hayes and Davies",FR,card
SAMPLE_007-T025,2026-07-06,17.3,GBP,out,Hicks-Burton,FR,card
SAMPLE_007-T026,2026-07-05,13.63,GBP,out,"Hutchinson, Wilson and Barry",FR,card
